tribal_name,year,ff_days,near_thresh_days,temp_mean,temp_max,rh_mean,rh_min,wind_mean,wind_max,bi_mean,bi_max,criteria_mean
Fort Apache,2023,4,83,84.22836956521743,101.39000000000001,15.643478260869566,2.1,9.03286097826087,21.474624000000006,55.92934782608695,120.0,2.2880434782608696
Fort Apache,2024,3,86,85.5030434782609,98.87000000000006,15.265217391304349,2.4000000000000004,8.30585547826087,24.158952000000003,49.891304347826086,114.0,2.364130434782609
Kiowa-Comanche-Apache-Fort Sill Apache,2000,2,46,89.95119565217395,108.59000000000002,32.40760869565217,12.8,10.26439370652174,18.790296,35.630434782608695,76.0,1.559782608695652
Kiowa-Comanche-Apache-Fort Sill Apache,2001,0,16,89.12456521739135,108.05,33.22282608695652,9.700000000000001,9.71002161956522,19.685072,32.34239130434783,65.0,1.2228260869565217
Kiowa-Comanche-Apache-Fort Sill Apache,2002,0,5,85.18119565217395,102.65,39.868478260869566,18.7,10.241294869565218,21.474624000000006,26.60326086956522,60.0,0.9510869565217391
Kiowa-Comanche-Apache-Fort Sill Apache,2003,1,10,88.1130434782609,107.87000000000006,33.44565217391305,11.8,9.488759076086957,18.790296,29.059782608695652,68.0,1.2228260869565217
Kiowa-Comanche-Apache-Fort Sill Apache,2004,1,8,86.27586956521743,101.21000000000008,36.94510869565217,12.9,10.26682516304348,19.461378000000003,26.08695652173913,63.0,1.0815217391304348
Kiowa-Comanche-Apache-Fort Sill Apache,2005,0,4,87.13576086956526,102.29000000000002,36.59347826086957,22.1,9.367186250000001,17.89552,23.684782608695652,56.0,0.9728260869565217
Kiowa-Comanche-Apache-Fort Sill Apache,2006,6,33,89.07858695652179,105.89000000000001,29.969565217391306,14.200000000000001,9.750140652173913,23.48787,34.76086956521739,77.0,1.5
Kiowa-Comanche-Apache-Fort Sill Apache,2007,0,5,85.83271739130439,100.13000000000004,42.083695652173915,14.3,9.107020402173914,19.908766000000004,20.157608695652176,54.0,0.9130434782608695
Kiowa-Comanche-Apache-Fort Sill Apache,2008,4,25,87.78728260869569,105.17000000000006,32.05760869565218,15.9,10.29357118478261,25.501116000000003,31.02173913043478,81.0,1.315217391304348
Kiowa-Comanche-Apache-Fort Sill Apache,2009,3,11,85.24086956521742,106.79000000000002,35.98913043478261,9.1,10.184155641304349,17.89552,25.184782608695652,70.0,1.059782608695652
Kiowa-Comanche-Apache-Fort Sill Apache,2010,2,28,89.30847826086959,105.53000000000004,32.46195652173913,11.100000000000001,10.007875043478263,18.342908000000005,35.494565217391305,64.0,1.4945652173913044
Kiowa-Comanche-Apache-Fort Sill Apache,2011,17,110,95.01076086956526,112.55,17.59184782608696,4.4,10.779862489130435,24.606340000000003,54.95652173913044,109.0,2.5815217391304346
Kiowa-Comanche-Apache-Fort Sill Apache,2012,6,72,92.67467391304352,113.45,23.048369565217396,4.2,10.21090166304348,22.369400000000002,40.641304347826086,81.0,2.0489130434782608
Kiowa-Comanche-Apache-Fort Sill Apache,2013,7,52,91.07326086956526,108.23000000000005,25.650543478260868,6.0,10.34706322826087,22.369400000000002,37.22826086956522,72.0,1.8967391304347827
Kiowa-Comanche-Apache-Fort Sill Apache,2014,10,51,88.7684782608696,103.73000000000005,28.10108695652174,1.0,10.500244989130437,22.593094000000004,46.40760869565217,112.0,1.8804347826086956
Kiowa-Comanche-Apache-Fort Sill Apache,2015,1,10,87.64445652173917,103.55,38.41195652173913,5.800000000000001,9.590880250000001,19.908766000000004,29.059782608695652,75.0,1.0
Kiowa-Comanche-Apache-Fort Sill Apache,2016,0,8,88.21869565217395,103.01000000000008,38.24891304347826,14.8,10.007875043478263,18.342908000000005,28.282608695652176,56.0,1.0543478260869565
Kiowa-Comanche-Apache-Fort Sill Apache,2017,1,7,86.54489130434787,103.01000000000008,35.664130434782614,13.0,9.444992858695654,20.132460000000002,29.494565217391305,59.0,1.1304347826086956
Kiowa-Comanche-Apache-Fort Sill Apache,2018,4,37,89.0727173913044,111.29000000000002,34.800000000000004,5.4,9.724610358695653,20.356154,34.23913043478261,80.0,1.451086956521739
Kiowa-Comanche-Apache-Fort Sill Apache,2019,0,12,87.93793478260874,106.43000000000004,36.880434782608695,9.8,10.120937771739131,19.685072,32.85326086956522,64.0,1.2228260869565217
Kiowa-Comanche-Apache-Fort Sill Apache,2020,4,17,87.36467391304352,107.87000000000006,33.38260869565217,7.4,9.894812315217392,17.89552,32.68478260869565,68.0,1.3423913043478262
Kiowa-Comanche-Apache-Fort Sill Apache,2021,1,16,87.3314130434783,100.31000000000009,36.41467391304348,6.9,9.559271315217392,18.566602000000003,30.581521739130434,74.0,1.1576086956521738
